71960421000102-ESTAMPARIA DE METAIS RQM - PRODUTOS CADASTRADOS - 20/07/2026-14:46:21;;;;;;;;;;
CÓDIGO;CÓD BARRAS;DESCRIÇÃO;GRUPO;MARCA;CÓD FAB;OBS;TIPO;SITUAÇÃO;;
;;;;;;;TODOS;ATIVO;;
CÓDIGO;CÓD BARRAS;DESCRIÇÃO;;NCM;UNIDADE;CUSTO;PREÇO 1;PREÇO 2;QTDE ATUAL;INCLUSÃO
992;;SOQUETE MAGN VDR 5/16;PERFIS E CANTONEIRAS;8204.20.00;UN;4,82;7,5;7,5;4;03/10/2025
993;;SOQUETE MAGN VDR 1/4;PERFIS E CANTONEIRAS;8204.20.00;UN;4,82;7,5;7,5;5;03/10/2025
994;;SOQUETE MAGN VDR 3/8;PERFIS E CANTONEIRAS;8204.20.00;UN;4,9;7,5;7,5;5;03/10/2025
995;;SOQUETE MAGN VDR 1/2;PERFIS E CANTONEIRAS;8204.20.00;UN;6,72;10,5;10,5;5;03/10/2025
997;;ESQUADRO 12 PLAST VDR;DIVERSOS;9017.20.00;UN;23,5;36;36;2;03/10/2025
998;;ESQUADRO 12 ALUM VDR;DIVERSOS;9017.20.00;UN;32,57;49;49;1;03/10/2025
999;;SUTA PLAST 9 VDR;DIVERSOS;9017.20.00;UN;14,48;22;22;5;03/10/2025
1000;;ESCOVA ACO CIRC 6 VDR;DIVERSOS;9603.50.00;UN;42,29;60;60;2;03/10/2025
1001;;ESCOVA ACO PINCEL 25MM VDR;DIVERSOS;9603.50.00;UN;16,92;26;26;5;03/10/2025
1002;;ESCOVA ACO COPO JG 3PC VDR;DIVERSOS;9603.50.00;UN;30,35;46;46;1;03/10/2025
1003;;KIT ESCOVA VDR 10 PCS;DIVERSOS;6804.22.11;UN;115,22;162;162;2;03/10/2025
1004;;ESMERI 41/2 EAV650 VDR 220V;DIVERSOS;8467.29.99;UN;271,87;410;410;2;03/10/2025
1005;;FURAD 3/8 FIV595M VDR 220V;DIVERSOS;8467.21.00;UN;221,45;3335;335;2;03/10/2025
1006;;DISCO CORTE 12 X 5/8 - STILEX - OK;DISCOS;6804.22.11;UN;12,95;20,72;20,72;67;04/10/2025
1008;;DISCO DE DESBASTE 4 1/2 X 7/8 - STILEX - OK;DISCOS;6804.22.11;UN;3,85;6,16;6,55;15;04/10/2025
1009;;DISCO DE ENCAIXE 10 X 3/4 1 - TELA STILEX;DISCOS;6804.22.11;UN;9,65;15;15;38;04/10/2025
1010;;INVERSOR DIGIT RIV121 220V VONDER;DIVERSOS;8515.39.00;UN;414,86;630;630;0;04/10/2025
1011;;RODIZIO GEL (954) 2 GIRATORIO;DIVERSOS;8302.20.00;UN;7,67;12;12;15;04/10/2025
1012;;RODIZIO GEL (954) 2 C/ FREIO;DIVERSOS;8302.20.00;UN;9,2;14;14;20;04/10/2025
1013;;RODIZIO GEL (954) 2 FIXO;DIVERSOS;8302.20.00;UN;6,7;10,5;10,5;6;04/10/2025
1014;;RODIZIO GEL (954) 3 FIXO;DIVERSOS;8302.20.00;UN;18,75;28,5;28,5;8;04/10/2025
1015;;RODIZIO GEL (954) 3 GIRATORIO;DIVERSOS;8302.20.00;UN;19,63;30;30;17;04/10/2025
1016;;RODIZIO GEL (954) 3 C/FREIO;DIVERSOS;8302.20.00;UN;20,5;31;31;20;04/10/2025
1017;;PROTETOR AUDIT (954) SILICONE;DIVERSOS;3926.90.40;PR;2,41;4;4;20;04/10/2025
1018;;TUBO QUA 150 X 150 P 2,65 - 75,00;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;585;819;848,25;0;08/10/2025
1019;;TUBO QUA 150 X 150 P 3,00 - 84,00;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;655,2;917,28;950,04;0;08/10/2025
1020;;TELHA TRANSLUCIDA TR25/40 (MTR);TELHAS;3916.90.90;MT;44,46;65;65;2;09/10/2025
1021;;CHATO 1 1/2 X 3/8 - 17,1;CHATOS;7214.91.00;BR;115,6;159,6;159,6;0;16/10/2025
1022;;TINTA SPRAY ETANIZ VERMELHO;TINTAS E QUÍMICOS;3208.90.10;UN;13,5;21;21;6;18/10/2025
1023;;TINTA SPRAY ETANIZ AMARELO;TINTAS E QUÍMICOS;3208.90.10;UN;13,5;21;21;6;18/10/2025
1024;;TINTA SPRAY ETANIZ VERDE CLARO;TINTAS E QUÍMICOS;3208.90.10;UN;13,5;21;21;6;18/10/2025
1025;;TINTA SPRAY ETANIZ AZUL CLARO;TINTAS E QUÍMICOS;3208.90.10;UN;13,5;21;21;6;18/10/2025
1026;;TINTA SPRAY ETANIZ BRANCO BRILHO;TINTAS E QUÍMICOS;3208.90.10;UN;13,5;21;21;6;18/10/2025
1027;;TINTA SPRAY ETANIZ PRETO BRILHO;TINTAS E QUÍMICOS;3208.90.10;UN;13,5;21;21;6;18/10/2025
1028;;FECH STAM TRAVA 1004 - PAR;TRINCOS E FECHADURAS;8301.40.00;PC;84,8;135,68;135,68;10;24/10/2025
1029;;FECH STAM TRAVA 1004;TRINCOS E FECHADURAS;8301.40.00;PC;46,5;74,4;74,4;9;24/10/2025
1030;;FECH STAM 1201 - TETRA;TRINCOS E FECHADURAS;8301.40.00;PC;35,6;56,96;56,96;10;24/10/2025
1031;;FECH STAM 940;TRINCOS E FECHADURAS;8301.40.00;PC;33,7;53,92;53,92;8;24/10/2025
1032;;KIT BASC 150 X 2500 CH 16 GALV - 61,2;KITS BASCULANTE;7216.91.00;UN;550,8;743,58;771,12;2;24/10/2025
1033;;KIT BASC 180 X 2500 CH 16 GALV - 69;KITS BASCULANTE;7216.91.00;UN;621;838,35;869,4;3;24/10/2025
1035;;TELHA TRAP 40 X 043 CINZA (MTR);TELHAS;6811.82.00;MT;1;60;60;0;03/11/2025
1036;;CANTONEIRA 3 X 3/8 - 54;PERFIS E CANTONEIRAS;7216.21.00;BR;435,2;605;605;0;06/11/2025
1037;;CHATO 3 X 3/8 - 34,2;CHATOS;7216.91.00;BR;231,2;320;320;0;06/11/2025
1038;;CHATO 2 1/2 X 3/8 - 28,5;CHATOS;7214.91.00;UN;193,8;267,5;267,5;0;13/11/2025
1041;;TUBO RET 150 X 50 P 1,55 GALV - 28,9 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;255;351,9;362,1;9,5;28/11/2025
1042;;TUBO RET 100 X 50 P 1,55 GALV - 22,00 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;196;264,6;274,4;59;01/12/2025
1048;;CANTONEIRA 3 X 1/4 - 43,7;PERFIS E CANTONEIRAS;7216.21.00;BR;589,75;589,75;589,75;0;17/12/2025
1049;;CANTONEIRA 4 X 1/4 - 58,9;PERFIS E CANTONEIRAS;7216.21.00;BR;824,3;824,3;824,3;0;17/12/2025
1050;;TUBO RED 1 1/4 P 2,05 GALV - 9,40;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;82,72;111,67;115,81;0;07/01/2026
1051;;TUBO RED 2 P 1,11 GALV - 8,10;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;71,28;96,23;99,79;-3;07/01/2026
1052;;TUBO RED 2 P 2,05 GALV - 14,90;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;131,12;177,01;183,57;0;07/01/2026
1053;;TUBO RED 2 1/2 P 1,11 GALV - 10,10 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;88,88;119,99;124,43;63;07/01/2026
1055;;TUBO QUA 20 X 20 P 0,65 GALV - 2,5;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;22,25;28,93;30,04;0;07/01/2026
1056;;TUBO QUA 20 X 20 P 1,25 GALV - 4,40;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;38,72;50,34;52,27;0;07/01/2026
1057;;TUBO QUA 20 X 20 P 1,55 GALV - 5,70 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;50,16;65,21;67,72;51,5;07/01/2026
1058;;TUBO QUA 25 X 25 P 1,55 GALV - 7,10;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;62,48;81,22;84,35;0;07/01/2026
1059;;TUBO QUA 50 X 50 P 1,55 GALV - 14,30;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;125,84;169,88;176,18;0;07/01/2026
1060;;TUBO QUA 80 X 80 P 1,55 GALV - 23,00;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;202,4;273,24;283,36;-10;07/01/2026
1061;;TUBO QUA 60 X 60 P 1,11 GALV - 12,30 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;108,35;146,27;151,69;56,5;07/01/2026
1062;;TUBO RET 30 X 20 P 0,95 GALV - 4,40 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;38,72;50,34;52,27;181,5;07/01/2026
1063;;TUBO RET 30 X 20 P 0,65 GALV - 2,95;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;26,4;34,32;35,64;0;07/01/2026
1064;;TUBO RET 30 X 20 P 1,25 GALV - 6,60;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;58,08;75,5;78,41;-1;07/01/2026
1065;;TUBO RET 30 X 20 P 1,55 GALV - 7,00;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;61,2;79,56;82,62;0;07/01/2026
1066;;TUBO RET 40 X 30 P 1,25 GALV - 7,90;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;69,52;90,38;93,86;0;07/01/2026
1067;;TUBO RET 50 X 30 P 1,55 GALV - 11,40 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;100,32;130,42;135,43;90;07/01/2026
1068;;TUBO RET 60 X 40 P 1,55 - 14,10;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;109,98;148,47;109,98;-1;07/01/2026
1069;;TUBO RET 70 X 30 P 1,25 GALV - 11,50;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;101,2;136,62;141,68;-1;07/01/2026
1070;;TUBO RET 80 X 40 P 1,55 GALV - 17,10 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;150,48;203,15;210,67;57,5;07/01/2026
1071;;TUBO QUA 40 X 40 P 1,55 GALV - 11,30;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;99,44;134,24;139,22;-4;07/01/2026
1072;;TUBO RET 100 X 40 P 1,55 GALV - 20,10;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;177;238,95;247,8;-2;07/01/2026
1073;;TUBO RET 50 X 20 P 1,55 GALV - 9,90;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;87,12;113,26;117,61;0;07/01/2026
1074;;TUBO RED 1 P 1,20 - 4,50;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;35,1;47,39;49,14;0;08/01/2026
1075;;TUBO RED 1 P 1,5 - 5,60 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;43,68;58,97;61,15;66,5;08/01/2026
1076;;TUBO RED 1/2 P 1,50 - 2,60 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;20,8;28,08;29,12;35;08/01/2026
1077;;TUBO RED 1/2 P 1,20 - 2,20;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;17,6;23,76;24,64;-1;08/01/2026
1078;;TUBO RED 1 1/2 P 1,20 - 6,80;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;53,05;71,62;74,27;0;08/01/2026
1079;;TUBO RED 1 1/2 P 1,5 - 8,40 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;65,52;88,45;91,73;3,5;08/01/2026
1080;;TUBO RED 1 1/4 P 1,5 - 6,90 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;53,82;72,66;75,35;148;08/01/2026
1081;;TUBO RED 2 P 1,20 - 9,00 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;70,2;94,77;98,28;6;08/01/2026
1082;;TUBO RED 2 P 1,5 - 11,30 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;88,14;118,99;123,4;16;08/01/2026
1083;;TUBO RED 2 1/2 P 1,20 - 11,30 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;88,14;118,99;123,4;13;08/01/2026
1084;;TUBO RED 2 1/2 P 1,50 - 14,00;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;109,2;147,42;152,88;0;08/01/2026
1085;;TUBO RED 3 P 1,20 - 13,60;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;106,08;143,21;148,51;0;08/01/2026
1086;;TUBO RED 3 P 1,50 - 16,90 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;131,82;177,96;184,55;48;08/01/2026
1087;;TUBO RED 3/4 P 1,20 - 3,20 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;25,6;34,56;35,84;281;08/01/2026
1088;;TUBO RED 4 P 1,50 - 22,50 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;175,5;236,93;245,7;1,5;08/01/2026
1089;;TUBO RED 5/8 P 1,20 - 2,80 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;22,4;30,24;31,36;155;08/01/2026
1090;;TUBO RED 7/8 P 1,20 - 3,90 - OK;TUBOS GALVANIZADOS / AÇO;7306.30.90;BR;30,81;41,59;43,13;82;08/01/2026
1091;;TUBO RET 100 X 40 P 1,50 - 19,5 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;152,1;205,34;212,94;10,5;08/01/2026
1092;;TUBO RET 30 X 20 P 1,20 - 5,60;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;43,68;56,78;58,97;0;08/01/2026
1093;;TUBO RET 30 X 20 P 1,50 - 6,80 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;53,04;68,95;71,6;50,5;08/01/2026
1094;;TUBO RET 40 X 20 P 1,50 - 8,50 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;66,3;86,19;89,51;61;08/01/2026
1095;;TUBO RET 40 X 20 P 1,20 - 6,80;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;53,04;68,95;71,6;0;08/01/2026
1096;;TUBO RET 40 X 30 P 1,20 - 7,90;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;61,62;80,11;83,19;-0,5;08/01/2026
1097;;TUBO RET 40 X 30 P 1,50 - 9,80 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;76,4;99,32;103,14;57;08/01/2026
1098;;TUBO RET 50 X 20 P 1,50 - 9,80;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;76,44;99,37;103,19;0;08/01/2026
1099;;TUBO RET 50 X 30 P 1,20 - 9,00;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;70,2;91,26;94,77;0;08/01/2026
1100;;TUBO RET 50 X 30 P 1,50 - 11,30 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;88,14;114,58;118,99;22;08/01/2026
1101;;TUBO RET 60 X 40 P 1,20 - 11,30;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;88,14;114,58;118,99;0;08/01/2026
1102;;TUBO RET 60 X 40 P 1,50 - 14,00 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;109,2;147,42;109,2;22,5;08/01/2026
1103;;TUBO RET 70 X 30 P 1,20 - 11,30;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;88,14;118,99;123,4;-1;08/01/2026
1104;;TUBO RET 70 X 30 P 1,50 - 14,00;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;109,2;147,42;152,88;0;08/01/2026
1107;;TUBO QUA 20 X 20 P 1,50 - 5,60 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;43,68;56,78;58,97;47;08/01/2026
1108;;TUBO QUA 25 X 25 P 1,50 - 6,90 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;53,92;70,1;72,79;94,5;08/01/2026
1109;;TUBO QUA 25 X 25 P 1,06 - 4,90;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;38,22;49,69;51,6;0;08/01/2026
1110;;TUBO QUA 30 X 30 P 1,50 - 8,40 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;65,52;85,18;88,45;1,5;08/01/2026
1111;;TUBO QUA 40 X 40 P 1,20 - 9,00 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;70,2;94,77;98,28;65;08/01/2026
1112;;TUBO QUA 60 X 60 P 1,20 - 13,40;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;104,52;141,1;146,33;0;08/01/2026
1113;;TUBO QUA 80 X 80 1,20 - 18,00;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;140,4;189,54;196,56;0;08/01/2026
1114;;TUBO RET 80 X 40 P 1,50 - 16,90 - OK;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;131,82;177,96;184,55;2;08/01/2026
1115;;TUBO QUA 100 X 100 P 2,0 - 37,20;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;290,16;391,72;406,22;-2;08/01/2026
1116;;FECH STAM 1201 TETRA - PAR;TRINCOS E FECHADURAS;8301.40.00;PC;76,6;122,56;122,56;0;13/01/2026
1117;;FECH STAM 201 - PAR;TRINCOS E FECHADURAS;8301.40.00;PC;65,58;104,93;104,93;0;13/01/2026
1118;;FECH STAM 603/11 - CILINDRO LONGO;TRINCOS E FECHADURAS;8301.40.00;PC;73,78;118,05;118,05;0;13/01/2026
1119;;FECH STAM 901;TRINCOS E FECHADURAS;8301.40.00;PC;0;58,18;58,18;-1;13/01/2026
1120;;FECH STAM ELETRICA CIL 40MM ABRE P FORA;TRINCOS E FECHADURAS;8301.40.00;PC;109,2;174,72;174,72;0;13/01/2026
1122;;FECH STAM KIT 500/11 C DUAS 1003;TRINCOS E FECHADURAS;8301.40.00;KIT;141,4;226,24;226,24;-3;13/01/2026
1123;;FECH STAM KIT 600/11 C DUAS 1009;TRINCOS E FECHADURAS;8301.40.00;KIT;141,4;226,24;226,24;-1;13/01/2026
1124;;FECH STAM 1008 BICO;TRINCOS E FECHADURAS;8301.40.00;PC;0;71,51;71,51;-1;13/01/2026
1125;;FECH STAM 1008 BICO - PAR;TRINCOS E FECHADURAS;8301.40.00;PC;103,8;166,08;166,08;0;13/01/2026
1126;;FECH STAM 1200 - PAR;TRINCOS E FECHADURAS;8301.40.00;PC;0;142,66;142,66;0;13/01/2026
1127;;CANTONEIRA 1 3/4 X 1/4 - 24,8;PERFIS E CANTONEIRAS;7216.21.00;BR;231,36;231,36;231,36;0;01/04/2026
1128;;CANTONEIRA 1 3/4 X 1/8 - 13,1;PERFIS E CANTONEIRAS;7216.21.00;BR;157,86;157,86;157,86;0;01/04/2026
1129;;CANTONEIRA 3/4 X 1/8 - 5,3/;PERFIS E CANTONEIRAS;7216.21.00;BR;63,84;63,84;63,84;69;01/04/2026
1130;;CANTONEIRA 1 1/2 X 1/4 - 20,9/;PERFIS E CANTONEIRAS;7216.21.00;BR;244,85;244,85;244,85;12;01/04/2026
1132;;CANTONEIRA 1 1/2 X 3/16 - 16,2/;PERFIS E CANTONEIRAS;7216.21.00;BR;193,72;193,72;193,72;52,5;01/04/2026
1135;;CANTONEIRA 1 1/4 X 3/16 - 13,4/;PERFIS E CANTONEIRAS;7216.21.00;BR;155,47;155,47;155,47;82;01/04/2026
1137;;CANTONEIRA 2 1/2 X 3/16 - 27,9/;PERFIS E CANTONEIRAS;7216.21.00;BR;336,19;336,19;336,19;27;01/04/2026
1138;;CANTONEIRA 3 X 3/16 - 33,2;PERFIS E CANTONEIRAS;7216.21.00;BR;448,03;448,03;448,03;0;01/04/2026
1139;;FECH STAM ELETRICA CIL 40 MM ABRE P DENTRO;TRINCOS E FECHADURAS;8301.40.00;PC;0;0;0;0;01/04/2026
1158;;CHATO 3 X 1 - 91,1;CHATOS;7216.21.00;BR;1;1;1;0;02/04/2026
1177;;REDONDO 1 - 23,9/;PERFIS E CANTONEIRAS;7216.21.00;BR;213,53;213,53;213,53;13;02/04/2026
1178;;REDONDO 1/2 - 5,5/;PERFIS E CANTONEIRAS;7216.21.00;BR;40,54;40,54;40,54;219,5;02/04/2026
1179;;REDONDO 1/4 - 1,5;PERFIS E CANTONEIRAS;7216.21.00;BR;10,93;10,93;10,93;-38,5;02/04/2026
1180;;REDONDO 11/2 - 53,7;PERFIS E CANTONEIRAS;7216.21.00;BR;388,48;388,48;388,48;0;02/04/2026
1181;;REDONDO 11/4 - 37,4;PERFIS E CANTONEIRAS;7216.21.00;BR;270,72;270,72;270,72;0;02/04/2026
1182;;REDONDO 2 - 95,5;PERFIS E CANTONEIRAS;7216.21.00;BR;684,91;1;1;0;02/04/2026
1183;;REDONDO 3/4 - 13,5;PERFIS E CANTONEIRAS;7216.21.00;BR;90,42;90,42;90,42;0;02/04/2026
1184;;REDONDO 3/8 - 3,4 OK;PERFIS E CANTONEIRAS;7216.21.00;BR;25,01;25,01;25,01;297,5;02/04/2026
1185;;REDONDO 5/16 - 2,4/;PERFIS E CANTONEIRAS;7216.21.00;BR;17,66;17,66;17,66;79;02/04/2026
1186;;REDONDO 5/8 - 9,4/;PERFIS E CANTONEIRAS;7216.21.00;BR;65,48;65,48;65,48;204;02/04/2026
1187;;REDONDO 7/8 - 18,3;PERFIS E CANTONEIRAS;7216.21.00;BR;122,87;122,87;122,87;0;02/04/2026
1188;;CADEADO 20 MM LATAO MACICO;TRINCOS E FECHADURAS;8301.10.00;PC;11,8;18,88;18,88;0;02/04/2026
1189;;CADEADO 25 MM LATAO MACICO;TRINCOS E FECHADURAS;8301.10.00;PC;13,8;22,08;22,08;0;02/04/2026
1190;;CADEADO 30 MM LATAO MACICO;TRINCOS E FECHADURAS;8301.10.00;PC;16,1;25,76;25,76;-1;02/04/2026
1191;;CADEADO 35 MM LATAO MACICO;TRINCOS E FECHADURAS;8301.10.00;PC;19,3;30,88;30,88;0;02/04/2026
1192;;CADEADO 40 MM LATAO MACICO;TRINCOS E FECHADURAS;8301.10.00;PC;27,4;43,84;43,84;0;02/04/2026
1193;;CADEADO 45 MM LATAO MACICO;TRINCOS E FECHADURAS;8301.10.00;PC;31,1;49,76;49,76;0;02/04/2026
1194;;CADEADO 50 MM LATAO MACICO;TRINCOS E FECHADURAS;8301.10.00;PC;35,9;57,44;57,44;0;02/04/2026
1195;;CADEADO STAM LATONADO 20MM;TRINCOS E FECHADURAS;8301.10.00;PC;9,3;13,95;13,95;-1;02/04/2026
1196;;CADEADO STAM LATONADO 25MM;TRINCOS E FECHADURAS;8301.10.00;PC;12,9;20,64;20,64;0;02/04/2026
1197;;CADEADO STAM LATONADO 30MM;TRINCOS E FECHADURAS;8301.10.00;PC;14,1;22,56;22,56;0;02/04/2026
1198;;CADEADO STAM LATONADO 35MM;TRINCOS E FECHADURAS;8301.10.00;PC;17,9;28,64;28,64;0;02/04/2026
1199;;CADEADO STAM LATONADO 40MM;TRINCOS E FECHADURAS;8301.10.00;PC;20,3;32,48;32,48;0;02/04/2026
1200;;CADEADO STAM LATONADO 45MM;TRINCOS E FECHADURAS;8301.10.00;PC;22,1;35,36;35,36;0;02/04/2026
1201;;CADEADO STAM SEGREDO 25MM;TRINCOS E FECHADURAS;8301.10.00;PC;11,7;18,72;18,72;0;02/04/2026
1202;;FECH STAM 1803/19 - TETRA;TRINCOS E FECHADURAS;8301.10.00;PC;0;0;96,07;0;02/04/2026
1203;;GALAO DUPLA FUNCAO - AZUL DEL REY 3,6 L;DIVERSOS;3208.90.10;GL;101,83;142,56;152,75;0;06/04/2026
1204;;GALAO DUPLA FUNCAO - BRANCO ACETINADO;DIVERSOS;3208.90.10;GL;145,63;203,88;218,45;-4;06/04/2026
1205;;GALAO CINZA CLARO ESPECIAL - PRIMER 660;TINTAS E QUÍMICOS;3208.90.10;GL;70,23;98,32;105,35;-6;06/04/2026
1206;;GALAO CINZA PRIMERTEX 1051/ 5051;TINTAS E QUÍMICOS;3208.90.10;GL;52,43;73,4;78,65;-2;06/04/2026
1207;;GALAO GRAFITEX - GRAFITE 460 G 3,6 L;PERFIS E CANTONEIRAS;3208.90.10;GL;52,43;73,4;78,65;-2;06/04/2026
1208;;LATA 1/4 CINZA PRIMERTEX 1051/5051;TINTAS E QUÍMICOS;3208.90.10;LT;16,98;25,47;25,47;0;06/04/2026
1210;;LATA 1/4 GALVITE BRANCO;PERFIS E CANTONEIRAS;3208.90.10;GL;39,81;59,72;59,72;0;06/04/2026
1211;;LATA 1/4 GALVITE CINZA;PERFIS E CANTONEIRAS;3208.90.10;LT;17,97;26,96;26,96;-1;06/04/2026
1212;;LATA 1/4 GRAFITE GRAFITEX 260;PERFIS E CANTONEIRAS;3208.90.10;LT;16,98;25,47;25,47;-1;06/04/2026
1213;;GALAO DUPLA FUNCAO - PRETO ACETINADO;DIVERSOS;3208.90.10;GL;101,83;142,56;142,56;-7;06/04/2026
1214;;THINNER SOLVENTEX - 900 ML - 416;TINTAS E QUÍMICOS;3208.90.10;LT;17,09;23,93;25,64;-3;06/04/2026
1215;;1990 LATA 1/4 DUPLA FUNCAO PRETA;TINTAS E QUÍMICOS;3208.90.10;LT;29,25;40,95;43,88;-7;06/04/2026
1216;;GALAO ESM SINT BRANCO FOSCO;DIVERSOS;3208.90.10;GL;146,63;205,28;205,28;0;06/04/2026
1217;;GALAO ESM SINT PRETO FOSCO;DIVERSOS;3208.90.10;GL;101,83;142,56;142,56;0;06/04/2026
1218;;GALAO ESM SINT BRANCO BRILHANTE;DIVERSOS;3208.90.10;GL;100,47;140,66;140,66;0;06/04/2026
1219;;GALAO ESM SINT AMARELO BRILHANTE;DIVERSOS;3208.90.10;GL;100,47;140,66;140,66;0;06/04/2026
1220;;GALAO ESM SINT VERMELHO BRILHATE;DIVERSOS;3208.90.10;GL;107,88;151,03;151,03;0;06/04/2026
1221;;GALAO ESM SINT ALUMINIO BRILHANTE;DIVERSOS;3208.90.10;GL;205,3;287,42;287,42;-1;06/04/2026
1222;;GALAO ESM SINT PRETO BRILHANTE;DIVERSOS;3208.90.10;GL;93,31;130,63;130,63;0;06/04/2026
1223;;GALAO OXIDO VERMELHO METALICO SEMIBRILHO 1022 - 3,6 L;DIVERSOS;3208.90.10;GL;89,35;125,09;125,09;0;06/04/2026
1224;;GALAO OXIDO ZARCOTEX VERMELHO 299N/999N - 3,6 L;DIVERSOS;3208.90.10;GL;52,43;73,4;73,4;0;06/04/2026
1225;;LATA 1/4 OXIDO ZARCOTEX 299N;TINTAS E QUÍMICOS;3208.90.10;LT;0;0;0;0;06/04/2026
1226;;LATA 18 L GRAFITEX 260 G;TINTAS E QUÍMICOS;3208.90.10;LT;0;0;0;0;06/04/2026
1227;;LATA 18 L CINZA ESCURO 1051;TINTAS E QUÍMICOS;3208.90.10;LT;0;0;0;0;06/04/2026
1228;;LATA 18 L ZARCOTEX VERMELHO 299N;TINTAS E QUÍMICOS;3208.90.10;LT;0;0;0;0;06/04/2026
1229;;LATA 18 L GALVITE CINZA;PERFIS E CANTONEIRAS;3208.90.10;LT;0;0;0;0;06/04/2026
1230;;THINNER GENERICO - GALAO 5L;TINTAS E QUÍMICOS;3208.90.10;GL;0;0;0;0;06/04/2026
1232;;THINNER SOLVENTEX - LATA 18 L;TINTAS E QUÍMICOS;3208.90.10;LT;0;0;0;0;06/04/2026
1233;;THINNER SOLVENTEX - GALAO 5L 416;TINTAS E QUÍMICOS;3208.90.10;GL;92,79;129,91;129,91;-6;08/04/2026
1234;;GALAO GALVITEX - BRANCO 3,6 L;DIVERSOS;3208.90.10;GL;145,63;203,88;203,88;0;08/04/2026
